股票代码,股票名称,所属板块,概念列表,热点标签
688123,聚辰股份,数字芯片设计,,半导体
688125,安达智能,自动化设备,,机器人
688126,沪硅产业,半导体,,半导体
688127,蓝特光学,未知,,未归类
688128,中国电研,未知,,未归类
688129,东来技术,化学制品,,化工
688130,晶华微,半导体,,半导体
688131,皓元医药,医疗服务,,医药
688132,邦彦技术,国防军工,,军工
688133,泰坦科技,其他化学制品,,化工
688135,利扬芯片,半导体,,半导体
688136,科兴制药,未知,,未归类
688137,近岸蛋白,未知,,未归类
688138,清溢光电,半导体,,半导体
688139,海尔生物,医疗器械,,医药
688141,杰华特,半导体,,半导体
688143,长盈通,通信,,通信
688146,中船特气,半导体,,半导体
688147,微导纳米,半导体,,半导体
688148,芳源股份,电池化学品,,锂电池；化工
688150,莱特光电,电子化学品Ⅱ,,化工
688151,华强科技,医疗器械,,医药
688152,麒麟信安,横向通用软件,,软件
688153,唯捷创芯,半导体,,半导体
688155,先惠技术,电池,,锂电池
688156,路德科技,环境治理,,环境治理
688157,松井股份,化学制品,,化工
688158,优刻得,IT服务Ⅲ,,IT服务Ⅲ
688159,有方科技,通信,,通信
688160,步科股份,自动化设备,,机器人
688161,威高骨科,医疗器械,,医药
688162,巨一科技,未知,,未归类
688163,赛伦生物,未知,,未归类
688165,埃夫特,自动化设备,,机器人
688166,博瑞医药,化学制药,,化工；医药
688167,炬光科技,半导体,,半导体
688168,安博通,横向通用软件,,软件
688169,石头科技,清洁小家电,,清洁小家电
688170,德龙激光,自动化设备,,机器人
688171,纬德信息,软件开发,,软件
688172,燕东微,半导体,,半导体
688173,希荻微,半导体,,半导体
688175,高凌信息,国防军工,,军工
688176,亚虹医药,化学制剂,,化工；医药
688177,百奥泰,未知,,未归类
688178,万德斯,环境治理,,环境治理
688179,阿拉丁,其他化学制品,,化工
688180,君实生物,未知,,未归类
688181,八亿时空,面板,,面板
688182,灿勤科技,通信,,通信
688183,生益电子,印制电路板,,印制电路板
688185,康希诺,疫苗,,医药
688186,广大特材,特钢Ⅱ,,特钢Ⅱ
688187,时代电气,轨交设备Ⅱ,,轨交设备Ⅱ
688188,柏楚电子,其他计算机设备,,其他计算机设备
688189,南新制药,化学制剂,,化工
688190,云路股份,金属新材料,,化工
688191,智洋创新,电网自动化设备,,机器人；电力
688192,迪哲医药,化学制剂,,化工；医药
688193,仁度生物,体外诊断,,体外诊断
688195,腾景科技,未知,,未归类
688196,卓越新能,其他化学制品,,化工
688197,首药控股,化学制剂,,化工
688198,佰仁医疗,医疗器械,,医药
688199,久日新材,其他化学制品,,化工
688200,华峰测控,半导体,,半导体
688202,美迪西,医疗服务,,医药
688203,海正生材,塑料,,化工
688205,德科立,通信,,通信
688206,概伦电子,软件开发,,软件
688207,格灵深瞳,IT服务Ⅲ,,IT服务Ⅲ
688208,道通科技,其他计算机设备,,其他计算机设备
688209,英集芯,半导体,,半导体
688210,统联精密,消费电子,,消费电子
688211,中科微至,未知,,未归类
688212,澳华内镜,医疗器械,,医药
688213,思特威,数字芯片设计,,半导体
688215,瑞晟智能,自动化设备,,机器人
688216,气派科技,半导体,,半导体
688217,睿昂基因,体外诊断,,体外诊断
688218,江苏北人,自动化设备,,机器人
688219,会通股份,塑料,,化工
688220,翱捷科技,半导体,,半导体
688221,前沿生物,化学制剂,,化工
688222,成都先导,医疗服务,,医药
688223,晶科能源,光伏电池组件,,锂电池；新能源
688225,亚信安全,横向通用软件,,软件
688226,威腾电气,电网设备,,电力
688227,品高股份,IT服务Ⅲ,,IT服务Ⅲ
688228,开普云,IT服务Ⅲ,,IT服务Ⅲ
688229,博睿数据,IT服务Ⅲ,,IT服务Ⅲ
688230,芯导科技,半导体,,半导体
688231,隆达股份,金属新材料,,化工
688232,新点软件,软件开发,,软件
688233,神工股份,半导体,,半导体
688234,天岳先进,半导体,,半导体
688235,百济神州,化学制剂,,化工
688236,春立医疗,医疗器械,,医药
688237,超卓航科,国防军工,,军工
688238,和元生物,医疗服务,,医药
688239,航宇科技,国防军工,,军工
688244,永信至诚,横向通用软件,,软件
688246,嘉和美康,软件开发,,软件
688247,宣泰医药,化学制剂,,化工；医药
688248,南网科技,电网自动化设备,,机器人；电力
688249,晶合集成,半导体,,半导体
688251,井松智能,IT服务Ⅲ,,IT服务Ⅲ
688252,天德钰,数字芯片设计,,半导体
688253,英诺特,体外诊断,,体外诊断
688255,凯尔达,自动化设备,,机器人
688256,寒武纪,数字芯片设计,,半导体
688257,新锐股份,通用设备,,通用设备
688258,卓易信息,IT服务Ⅲ,,IT服务Ⅲ
688259,创耀科技,数字芯片设计,,半导体
688260,昀冢科技,消费电子,,消费电子
688261,东微半导,半导体,,半导体
688262,国芯科技,数字芯片设计,,半导体
688265,南模生物,医疗服务,,医药
688266,泽璟制药,化学制剂,,化工
688267,中触媒,其他化学制品,,化工
688268,华特气体,电子化学品Ⅱ,,化工
688269,凯立新材,其他化学制品,,化工
688271,联影医疗,医疗器械,,医药
688272,富吉瑞,国防军工,,军工
688273,麦澜德,医疗器械,,医药
688275,万润新能,电池化学品,,锂电池；化工
688276,百克生物,疫苗,,医药
688277,天智航,医疗器械,,医药
688278,特宝生物,未知,,未归类
688279,峰岹科技,数字芯片设计,,半导体
688280,精进电动,汽车,,汽车
688281,华秦科技,国防军工,,军工
688282,理工导航,航天装备Ⅱ,,军工
688283,坤恒顺维,通信,,通信
688285,高铁电气,轨交设备Ⅱ,,轨交设备Ⅱ
688286,敏芯股份,半导体,,半导体
688288,鸿泉技术,其他计算机设备,,其他计算机设备
688289,圣湘生物,体外诊断,,体外诊断
688290,景业智能,自动化设备,,机器人
688291,XD金橙子,软件开发,,软件
688292,浩瀚深度,其他计算机设备,,其他计算机设备
688293,奥浦迈,未知,,未归类
688295,中复神鹰,化学纤维,,化工
688296,和达科技,软件开发,,软件
688297,中无人机,国防军工,,军工；低空经济
688298,东方生物,体外诊断,,体外诊断
688299,长阳科技,面板,,面板
688300,联瑞新材,非金属材料Ⅱ,,非金属材料Ⅱ
688301,奕瑞科技,医疗器械,,医药
688302,海创药业,化学制剂,,化工
688303,大全能源,光伏设备,,新能源
688305,科德数控,机床工具,,机床工具
688306,均普智能,自动化设备,,机器人
688307,中润光学,计算机设备,,计算机设备
688308,欧科亿,通用设备,,通用设备
688309,恒誉环保,环保设备Ⅱ,,环保设备Ⅱ
688310,迈得医疗,自动化设备,,机器人；医药
688311,盟升电子,国防军工,,军工
688312,燕麦科技,未知,,未归类
688313,仕佳光子,通信,,通信
688314,康拓医疗,医疗器械,,医药
688315,诺禾致源,其他医疗服务,,医药
688316,青云科技,IT服务Ⅲ,,IT服务Ⅲ
688317,之江生物,体外诊断,,体外诊断
688318,财富趋势,软件开发,,软件
688319,欧林生物,疫苗,,医药
688320,禾川科技,自动化设备,,机器人
688321,微芯生物,化学制剂,,化工
688322,奥比中光,未知,,未归类
688323,瑞华泰,膜材料,,膜材料
688325,赛微微电,半导体,,半导体
688326,经纬恒润,软件开发,,软件
688327,云从科技,IT服务Ⅲ,,IT服务Ⅲ
688328,深科达,未知,,未归类
688329,艾隆科技,自动化设备,,机器人
688330,宏力达,电网自动化设备,,机器人；电力
688331,荣昌生物,未知,,未归类
688332,中科蓝讯,数字芯片设计,,半导体
688333,铂力特,通用设备,,通用设备
688334,西高院,检测服务,,检测服务
688335,复洁科技,环境治理,,环境治理
688336,三生国健,未知,,未归类
688337,普源精电,通用设备,,通用设备
688338,赛科希德,体外诊断,,体外诊断
688339,亿华通,电池,,锂电池
688343,云天励飞,IT服务Ⅲ,,IT服务Ⅲ
688345,博力威,电池,,锂电池
688347,华虹公司,半导体,,半导体
688348,昱能科技,光伏设备,,新能源
688349,三一重能,风电设备,,新能源
688350,富淼科技,其他化学制品,,化工
688351,微电生理,医疗器械,,医药
688352,颀中科技,半导体,,半导体
688353,华盛锂电,电池化学品,,锂电池；化工
688355,明志科技,通用设备,,通用设备
688356,键凯科技,化学制药,,化工
688357,建龙微纳,其他化学制品,,化工
688358,祥生医疗,医疗器械,,医药
688359,三孚新科,电子化学品Ⅱ,,化工
688360,德马科技,通用设备,,通用设备
688361,中科飞测,半导体,,半导体
688362,甬矽电子,半导体,,半导体
688363,华熙生物,美容护理,,美容护理
688365,光云科技,IT服务Ⅲ,,IT服务Ⅲ
688366,昊海生科,医疗器械,,医药
688367,工大高科,轨交设备Ⅱ,,轨交设备Ⅱ
688368,晶丰明源,半导体,,半导体
688369,致远互联,横向通用软件,,软件
688370,丛麟科技,环境治理,,环境治理
688371,菲沃泰,电子化学品Ⅱ,,化工
688372,伟测科技,半导体,,半导体
688373,盟科药业,化学制剂,,化工
688375,国博电子,国防军工,,军工
688376,美埃科技,环保设备Ⅱ,,环保设备Ⅱ
688377,迪威尔,能源及重型设备,,能源及重型设备
688378,奥来德,未知,,未归类
688379,华光新材,通用设备,,通用设备
688380,中微半导,数字芯片设计,,半导体
688381,帝奥微,半导体,,半导体
688382,益方生物,化学制剂,,化工
688383,新益昌,未知,,未归类
688385,复旦微电,数字芯片设计,,半导体
688386,泛亚微透,膜材料,,膜材料
688387,信科移动,通信,,通信
688388,嘉元科技,电池,,锂电池
688389,普门科技,体外诊断,,体外诊断
688390,固德威,光伏设备,,新能源
688391,钜泉科技,半导体,,半导体
688392,骄成超声,电池,,锂电池
688393,安必平,体外诊断,,体外诊断
688395,正弦电气,自动化设备,,机器人
688396,华润微,半导体,,半导体
688398,赛特新材,其他化学制品,,化工
688399,硕世生物,体外诊断,,体外诊断
688400,凌云光,未知,,未归类
688401,路维光电,半导体,,半导体
688403,汇成股份,半导体,,半导体
688408,中信博,光伏设备,,新能源
688409,富创精密,半导体,,半导体
688410,山外山,医疗器械,,医药
688411,海博思创,其他电源设备Ⅱ,,其他电源设备Ⅱ
688416,恒烁股份,数字芯片设计,,半导体
688418,震有科技,通信,,通信
688419,耐科装备,半导体,,半导体
688420,美腾科技,能源及重型设备,,能源及重型设备
688425,铁建重工,工程机械整机,,工程机械整机
688426,康为世纪,体外诊断,,体外诊断
688428,诺诚健华,化学制剂,,化工
688429,时创能源,光伏电池组件,,锂电池；新能源
688432,有研硅,半导体,,半导体
688433,华曙高科,通用设备,,通用设备
688435,英方软件,横向通用软件,,软件
688439,振华风光,国防军工,,军工
688443,智翔金泰,未知,,未归类
688448,磁谷科技,通用设备,,通用设备
688449,联芸科技,数字芯片设计,,半导体
688450,光格科技,通用设备,,通用设备
688455,科捷智能,自动化设备,,机器人
688456,有研粉材,金属新材料,,化工
688458,美芯晟,半导体,,半导体
688459,哈铁科技,轨交设备Ⅱ,,轨交设备Ⅱ
688466,金科环境,环境治理,,环境治理
688468,科美诊断,体外诊断,,体外诊断
688469,芯联集成,半导体,,半导体
688472,阿特斯,光伏电池组件,,锂电池；新能源
688475,萤石网络,计算机设备,,计算机设备
688478,晶升股份,半导体,,半导体
688479,友车科技,软件开发,,软件
688480,赛恩斯,环境治理,,环境治理
688484,南芯科技,半导体,,半导体
688485,九州一轨,轨交设备Ⅱ,,轨交设备Ⅱ
688486,龙迅股份,数字芯片设计,,半导体
688488,艾迪药业,未知,,未归类
688489,三未信安,计算机设备,,计算机设备
688498,源杰科技,半导体,,半导体
688499,利元亨,电池,,锂电池
688500,慧辰股份,IT服务Ⅲ,,IT服务Ⅲ
688501,青达环保,环保设备Ⅱ,,环保设备Ⅱ
688502,茂莱光学,未知,,未归类
688503,聚和材料,光伏设备,,新能源
688505,复旦张江,化学制剂,,化工
688506,百利天恒,未知,,未归类
688507,索辰科技,软件开发,,软件
688508,芯朋微,半导体,,半导体
688509,正元地信,IT服务Ⅲ,,IT服务Ⅲ
688510,航亚科技,国防军工,,军工
688511,天微电子,国防军工,,军工
688512,慧智微,半导体,,半导体
688513,苑东生物,化学制剂,,化工
688515,裕太微,半导体,,半导体
688516,奥特维,光伏加工设备,,新能源
688517,金冠电气,配电设备,,配电设备
688518,联赢激光,自动化设备,,机器人
688519,南亚新材,印制电路板,,印制电路板
688520,神州细胞,未知,,未归类
688521,芯原股份,数字芯片设计,,半导体
688522,纳睿雷达,国防军工,,军工
688523,航天环宇,航天装备Ⅱ,,军工
688525,佰维存储,数字芯片设计,,半导体
688526,科前生物,动物保健Ⅱ,,动物保健Ⅱ
688528,秦川物联,通用设备,,通用设备
688529,豪森智能,未知,,未归类
688530,欧莱新材,半导体,,半导体
688531,日联科技,未知,,未归类
688533,上声电子,汽车电子电气系统,,汽车
688535,华海诚科,半导体,,半导体
688536,思瑞浦,半导体,,半导体
688538,和辉光电,面板,,面板
688539,高华科技,被动元件,,被动元件
688543,国科军工,国防军工,,军工
688545,兴福电子,电子化学品Ⅱ,,化工
688548,广钢气体,电子化学品Ⅱ,,化工
688549,中巨芯,电子化学品Ⅱ,,化工
688550,瑞联新材,电子化学品Ⅱ,,化工
688551,科威尔,其他电源设备Ⅱ,,其他电源设备Ⅱ
688552,航天南湖,国防军工,,军工
688553,汇宇制药,化学制剂,,化工
688556,高测股份,光伏加工设备,,新能源
688557,兰剑智能,通用设备,,通用设备
688558,国盛智科,机床工具,,机床工具
688559,海目星,自动化设备,,机器人
688560,明冠新材,光伏设备,,新能源
688561,奇安信,横向通用软件,,软件
688562,航天软件,IT服务Ⅲ,,军工；软件
688563,航材股份,国防军工,,军工
688565,力源科技,环境治理,,环境治理
688566,吉贝尔,化学制剂,,化工
688567,孚能科技,电池,,锂电池
688568,中科星图,IT服务Ⅲ,,IT服务Ⅲ
688569,铁科轨道,轨交设备Ⅱ,,轨交设备Ⅱ
688570,天玛智控,自动化设备,,机器人
688571,杭华股份,化学制品,,化工
688573,信宇人,电池,,锂电池
688575,亚辉龙,体外诊断,,体外诊断
688576,西山科技,医疗器械,,医药
688577,浙海德曼,机床工具,,机床工具
688578,艾力斯,化学制剂,,化工
688579,地纬智能,软件开发,,软件
688580,伟思医疗,医疗器械,,医药
688581,安杰思,医疗器械,,医药
688582,芯动联科,半导体,,半导体
688583,思看科技,通用设备,,通用设备
688584,上海合晶,半导体,,半导体
688585,上纬新材,合成树脂,,合成树脂
688586,江航装备,国防军工,,军工
688588,凌志软件,软件开发,,软件
688589,力合微,数字芯片设计,,半导体
688590,新致软件,软件开发,,软件
688591,泰凌微,数字芯片设计,,半导体
